run_id,vectorizer,classifier,accuracy,precision,recall,f1,roc_auc
tfidf_unigram__LinearSVC,tfidf_unigram,LinearSVC,0.95995670995671,0.9518518518518518,0.979047619047619,0.9652582159624413,0.993187731232844
tfidf_unigram_bigram__LinearSVC,tfidf_unigram_bigram,LinearSVC,0.9556277056277056,0.94,0.9847619047619047,0.9618604651162791,0.9924095954171143
bow_unigram__MultinomialNB,bow_unigram,MultinomialNB,0.9545454545454546,0.93048128342246,0.9942857142857143,0.9613259668508287,0.9860747105859887
bow_unigram__LogisticRegression,bow_unigram,LogisticRegression,0.9512987012987013,0.9477611940298507,0.9676190476190476,0.9575871819038643,0.9884711779448621
tfidf_unigram__MultinomialNB,tfidf_unigram,MultinomialNB,0.935064935064935,0.9015544041450777,0.9942857142857143,0.9456521739130435,0.9921279388948563
tfidf_unigram__LogisticRegression,tfidf_unigram,LogisticRegression,0.9361471861471862,0.9379699248120301,0.9504761904761905,0.9441816461684012,0.9885523332139874
tfidf_unigram_bigram__LogisticRegression,tfidf_unigram_bigram,LogisticRegression,0.9242424242424242,0.9189686924493554,0.9504761904761905,0.9344569288389513,0.9856975772765246
bow_unigram__LinearSVC,bow_unigram,LinearSVC,0.9101731601731602,0.9367588932806324,0.9028571428571428,0.9194956353055286,0.976951903568445
tfidf_unigram_bigram__MultinomialNB,tfidf_unigram_bigram,MultinomialNB,0.8928571428571429,0.8435483870967742,0.9961904761904762,0.9135371179039301,0.98609380594343
